Tên khách hàng (*),Số điện thoại (*),Mã số thuế,Email,Địa chỉ,Hạn mức nợ (VNĐ),Số dư nợ đầu kỳ (VNĐ),Kênh nhận HĐ (QR/EMAIL/ZALO)
Đoàn Đình Hải,0910000202,,khachhang.00202@gmail.com,"Số 203 Quang Trung, Lâm Đồng",8000000,0,EMAIL
Trần Thanh Hương,0910000203,,khachhang.00203@gmail.com,"Số 204 Trần Hưng Đạo, TP. Hồ Chí Minh",9500000,0,ZALO
Hoàng Hồng Mai,0910000204,,khachhang.00204@gmail.com,"Số 205 Cầu Giấy, Hải Phòng",11000000,2000000,QR
Vũ Mạnh Phúc,0910000205,0300000205,khachhang.00205@gmail.com,"Số 206 Pasteur, Bình Dương",12500000,0,EMAIL
Bùi Đức Thu,0910000206,,khachhang.00206@gmail.com,"Số 207 Bạch Đằng, Bắc Ninh",14000000,0,ZALO
Ngô Tuấn Vũ,0910000207,,khachhang.00207@gmail.com,"Số 208 Hai Bà Trưng, Quảng Ninh",15500000,0,QR
Đinh Bảo Giang,0910000208,,khachhang.00208@gmail.com,"Số 209 Nguyễn Huệ, Nghệ An",17000000,0,EMAIL
Nguyễn Thị Huy,0910000209,,khachhang.00209@gmail.com,"Số 210 Cách Mạng Tháng 8, Khánh Hòa",18500000,0,ZALO
Phạm Minh Linh,0910000210,0300000210,khachhang.00210@gmail.com,"Số 211 Nguyễn Trãi, Hà Nội",5000000,0,QR
Phan Xuân Nhung,0910000211,,khachhang.00211@gmail.com,"Số 212 Hoàng Diệu, Đà Nẵng",6500000,0,EMAIL
Đặng Trọng Thắng,0910000212,,khachhang.00212@gmail.com,"Số 213 Điện Biên Phủ, Cần Thơ",8000000,2000000,ZALO
Hồ Ngọc Vân,0910000213,,khachhang.00213@gmail.com,"Số 214 Võ Văn Kiệt, Đồng Nai",9500000,0,QR
Lý Hữu Cường,0910000214,,khachhang.00214@gmail.com,"Số 215 Lê Lợi, Thái Nguyên",11000000,0,EMAIL
Lâm Kim Hoài,0910000215,0300000215,khachhang.00215@gmail.com,"Số 216 Giải Phóng, Nam Định",12500000,0,ZALO
Lê Văn Kiên,0910000216,,khachhang.00216@gmail.com,"Số 217 Lý Thường Kiệt, Thanh Hóa",14000000,0,QR
Huỳnh Quang Nga,0910000217,,khachhang.00217@gmail.com,"Số 218 Quang Trung, Lâm Đồng",15500000,0,EMAIL
Võ Anh Tâm,0910000218,,khachhang.00218@gmail.com,"Số 219 Trần Hưng Đạo, TP. Hồ Chí Minh",17000000,0,ZALO
Đỗ Gia Tuấn,0910000219,,khachhang.00219@gmail.com,"Số 220 Cầu Giấy, Hải Phòng",18500000,0,QR
Dương Đình An,0910000220,0300000220,khachhang.00220@gmail.com,"Số 221 Pasteur, Bình Dương",5000000,2000000,EMAIL
Đoàn Thanh Hạnh,0910000221,,khachhang.00221@gmail.com,"Số 222 Bạch Đằng, Bắc Ninh",6500000,0,ZALO
Trần Hồng Khánh,0910000222,,khachhang.00222@gmail.com,"Số 223 Hai Bà Trưng, Quảng Ninh",8000000,0,QR
Hoàng Mạnh Minh,0910000223,,khachhang.00223@gmail.com,"Số 224 Nguyễn Huệ, Nghệ An",9500000,0,EMAIL
Vũ Đức Quân,0910000224,,khachhang.00224@gmail.com,"Số 225 Cách Mạng Tháng 8, Khánh Hòa",11000000,0,ZALO
Bùi Tuấn Trang,0910000225,0300000225,khachhang.00225@gmail.com,"Số 226 Nguyễn Trãi, Hà Nội",12500000,0,QR
Ngô Bảo Vy,0910000226,,khachhang.00226@gmail.com,"Số 227 Hoàng Diệu, Đà Nẵng",14000000,0,EMAIL
Đinh Thị Hà,0910000227,,khachhang.00227@gmail.com,"Số 228 Điện Biên Phủ, Cần Thơ",15500000,0,ZALO
Nguyễn Minh Hùng,0910000228,,khachhang.00228@gmail.com,"Số 229 Võ Văn Kiệt, Đồng Nai",17000000,2000000,QR
Phạm Xuân Long,0910000229,,khachhang.00229@gmail.com,"Số 230 Lê Lợi, Thái Nguyên",18500000,0,EMAIL
Phan Trọng Phong,0910000230,0300000230,khachhang.00230@gmail.com,"Số 231 Giải Phóng, Nam Định",5000000,0,ZALO
Đặng Ngọc Thịnh,0910000231,,khachhang.00231@gmail.com,"Số 232 Lý Thường Kiệt, Thanh Hóa",6500000,0,QR
Hồ Hữu Vinh,0910000232,,khachhang.00232@gmail.com,"Số 233 Quang Trung, Lâm Đồng",8000000,0,EMAIL
Lý Kim Dũng,0910000233,,khachhang.00233@gmail.com,"Số 234 Trần Hưng Đạo, TP. Hồ Chí Minh",9500000,0,ZALO
Lâm Văn Hoàng,0910000234,,khachhang.00234@gmail.com,"Số 235 Cầu Giấy, Hải Phòng",11000000,0,QR
Lê Quang Lan,0910000235,0300000235,khachhang.00235@gmail.com,"Số 236 Pasteur, Bình Dương",12500000,0,EMAIL
Huỳnh Anh Nghĩa,0910000236,,khachhang.00236@gmail.com,"Số 237 Bạch Đằng, Bắc Ninh",14000000,2000000,ZALO
Võ Gia Thảo,0910000237,,khachhang.00237@gmail.com,"Số 238 Hai Bà Trưng, Quảng Ninh",15500000,0,QR
Đỗ Đình Tùng,0910000238,,khachhang.00238@gmail.com,"Số 239 Nguyễn Huệ, Nghệ An",17000000,0,EMAIL
Dương Thanh Bình,0910000239,,khachhang.00239@gmail.com,"Số 240 Cách Mạng Tháng 8, Khánh Hòa",18500000,0,ZALO
Đoàn Hồng Hiếu,0910000240,0300000240,khachhang.00240@gmail.com,"Số 241 Nguyễn Trãi, Hà Nội",5000000,0,QR
Trần Mạnh Khoa,0910000241,,khachhang.00241@gmail.com,"Số 242 Hoàng Diệu, Đà Nẵng",6500000,0,EMAIL
Hoàng Đức Nam,0910000242,,khachhang.00242@gmail.com,"Số 243 Điện Biên Phủ, Cần Thơ",8000000,0,ZALO
Vũ Tuấn Sơn,0910000243,,khachhang.00243@gmail.com,"Số 244 Võ Văn Kiệt, Đồng Nai",9500000,0,QR
Bùi Bảo Trung,0910000244,,khachhang.00244@gmail.com,"Số 245 Lê Lợi, Thái Nguyên",11000000,2000000,EMAIL
Ngô Thị Yến,0910000245,0300000245,khachhang.00245@gmail.com,"Số 246 Giải Phóng, Nam Định",12500000,0,ZALO
Đinh Minh Hải,0910000246,,khachhang.00246@gmail.com,"Số 247 Lý Thường Kiệt, Thanh Hóa",14000000,0,QR
Nguyễn Xuân Hương,0910000247,,khachhang.00247@gmail.com,"Số 248 Quang Trung, Lâm Đồng",15500000,0,EMAIL
Phạm Trọng Mai,0910000248,,khachhang.00248@gmail.com,"Số 249 Trần Hưng Đạo, TP. Hồ Chí Minh",17000000,0,ZALO
Phan Ngọc Phúc,0910000249,,khachhang.00249@gmail.com,"Số 250 Cầu Giấy, Hải Phòng",18500000,0,QR
Đặng Hữu Thu,0910000250,0300000250,khachhang.00250@gmail.com,"Số 251 Pasteur, Bình Dương",5000000,0,EMAIL
Hồ Kim Vũ,0910000251,,khachhang.00251@gmail.com,"Số 252 Bạch Đằng, Bắc Ninh",6500000,0,ZALO
Lý Văn Giang,0910000252,,khachhang.00252@gmail.com,"Số 253 Hai Bà Trưng, Quảng Ninh",8000000,2000000,QR
Lâm Quang Huy,0910000253,,khachhang.00253@gmail.com,"Số 254 Nguyễn Huệ, Nghệ An",9500000,0,EMAIL
Lê Anh Linh,0910000254,,khachhang.00254@gmail.com,"Số 255 Cách Mạng Tháng 8, Khánh Hòa",11000000,0,ZALO
Huỳnh Gia Nhung,0910000255,0300000255,khachhang.00255@gmail.com,"Số 256 Nguyễn Trãi, Hà Nội",12500000,0,QR
Võ Đình Thắng,0910000256,,khachhang.00256@gmail.com,"Số 257 Hoàng Diệu, Đà Nẵng",14000000,0,EMAIL
Đỗ Thanh Vân,0910000257,,khachhang.00257@gmail.com,"Số 258 Điện Biên Phủ, Cần Thơ",15500000,0,ZALO
Dương Hồng Cường,0910000258,,khachhang.00258@gmail.com,"Số 259 Võ Văn Kiệt, Đồng Nai",17000000,0,QR
Đoàn Mạnh Hoài,0910000259,,khachhang.00259@gmail.com,"Số 260 Lê Lợi, Thái Nguyên",18500000,0,EMAIL
Trần Đức Kiên,0910000260,0300000260,khachhang.00260@gmail.com,"Số 261 Giải Phóng, Nam Định",5000000,2000000,ZALO
Hoàng Tuấn Nga,0910000261,,khachhang.00261@gmail.com,"Số 262 Lý Thường Kiệt, Thanh Hóa",6500000,0,QR
Vũ Bảo Tâm,0910000262,,khachhang.00262@gmail.com,"Số 263 Quang Trung, Lâm Đồng",8000000,0,EMAIL
Bùi Thị Tuấn,0910000263,,khachhang.00263@gmail.com,"Số 264 Trần Hưng Đạo, TP. Hồ Chí Minh",9500000,0,ZALO
Ngô Minh An,0910000264,,khachhang.00264@gmail.com,"Số 265 Cầu Giấy, Hải Phòng",11000000,0,QR
Đinh Xuân Hạnh,0910000265,0300000265,khachhang.00265@gmail.com,"Số 266 Pasteur, Bình Dương",12500000,0,EMAIL
Nguyễn Trọng Khánh,0910000266,,khachhang.00266@gmail.com,"Số 267 Bạch Đằng, Bắc Ninh",14000000,0,ZALO
Phạm Ngọc Minh,0910000267,,khachhang.00267@gmail.com,"Số 268 Hai Bà Trưng, Quảng Ninh",15500000,0,QR
Phan Hữu Quân,0910000268,,khachhang.00268@gmail.com,"Số 269 Nguyễn Huệ, Nghệ An",17000000,2000000,EMAIL
Đặng Kim Trang,0910000269,,khachhang.00269@gmail.com,"Số 270 Cách Mạng Tháng 8, Khánh Hòa",18500000,0,ZALO
Hồ Văn Vy,0910000270,0300000270,khachhang.00270@gmail.com,"Số 271 Nguyễn Trãi, Hà Nội",5000000,0,QR
Lý Quang Hà,0910000271,,khachhang.00271@gmail.com,"Số 272 Hoàng Diệu, Đà Nẵng",6500000,0,EMAIL
Lâm Anh Hùng,0910000272,,khachhang.00272@gmail.com,"Số 273 Điện Biên Phủ, Cần Thơ",8000000,0,ZALO
Lê Gia Long,0910000273,,khachhang.00273@gmail.com,"Số 274 Võ Văn Kiệt, Đồng Nai",9500000,0,QR
Huỳnh Đình Phong,0910000274,,khachhang.00274@gmail.com,"Số 275 Lê Lợi, Thái Nguyên",11000000,0,EMAIL
Võ Thanh Thịnh,0910000275,0300000275,khachhang.00275@gmail.com,"Số 276 Giải Phóng, Nam Định",12500000,0,ZALO
Đỗ Hồng Vinh,0910000276,,khachhang.00276@gmail.com,"Số 277 Lý Thường Kiệt, Thanh Hóa",14000000,2000000,QR
Dương Mạnh Dũng,0910000277,,khachhang.00277@gmail.com,"Số 278 Quang Trung, Lâm Đồng",15500000,0,EMAIL
Đoàn Đức Hoàng,0910000278,,khachhang.00278@gmail.com,"Số 279 Trần Hưng Đạo, TP. Hồ Chí Minh",17000000,0,ZALO
Trần Tuấn Lan,0910000279,,khachhang.00279@gmail.com,"Số 280 Cầu Giấy, Hải Phòng",18500000,0,QR
Hoàng Bảo Nghĩa,0910000280,0300000280,khachhang.00280@gmail.com,"Số 281 Pasteur, Bình Dương",5000000,0,EMAIL
Vũ Thị Thảo,0910000281,,khachhang.00281@gmail.com,"Số 282 Bạch Đằng, Bắc Ninh",6500000,0,ZALO
Bùi Minh Tùng,0910000282,,khachhang.00282@gmail.com,"Số 283 Hai Bà Trưng, Quảng Ninh",8000000,0,QR
Ngô Xuân Bình,0910000283,,khachhang.00283@gmail.com,"Số 284 Nguyễn Huệ, Nghệ An",9500000,0,EMAIL
Đinh Trọng Hiếu,0910000284,,khachhang.00284@gmail.com,"Số 285 Cách Mạng Tháng 8, Khánh Hòa",11000000,2000000,ZALO
Nguyễn Ngọc Khoa,0910000285,0300000285,khachhang.00285@gmail.com,"Số 286 Nguyễn Trãi, Hà Nội",12500000,0,QR
Phạm Hữu Nam,0910000286,,khachhang.00286@gmail.com,"Số 287 Hoàng Diệu, Đà Nẵng",14000000,0,EMAIL
Phan Kim Sơn,0910000287,,khachhang.00287@gmail.com,"Số 288 Điện Biên Phủ, Cần Thơ",15500000,0,ZALO
Đặng Văn Trung,0910000288,,khachhang.00288@gmail.com,"Số 289 Võ Văn Kiệt, Đồng Nai",17000000,0,QR
Hồ Quang Yến,0910000289,,khachhang.00289@gmail.com,"Số 290 Lê Lợi, Thái Nguyên",18500000,0,EMAIL
Lý Anh Hải,0910000290,0300000290,khachhang.00290@gmail.com,"Số 291 Giải Phóng, Nam Định",5000000,0,ZALO
Lâm Gia Hương,0910000291,,khachhang.00291@gmail.com,"Số 292 Lý Thường Kiệt, Thanh Hóa",6500000,0,QR
Lê Đình Mai,0910000292,,khachhang.00292@gmail.com,"Số 293 Quang Trung, Lâm Đồng",8000000,2000000,EMAIL
Huỳnh Thanh Phúc,0910000293,,khachhang.00293@gmail.com,"Số 294 Trần Hưng Đạo, TP. Hồ Chí Minh",9500000,0,ZALO
Võ Hồng Thu,0910000294,,khachhang.00294@gmail.com,"Số 295 Cầu Giấy, Hải Phòng",11000000,0,QR
Đỗ Mạnh Vũ,0910000295,0300000295,khachhang.00295@gmail.com,"Số 296 Pasteur, Bình Dương",12500000,0,EMAIL
Dương Đức Giang,0910000296,,khachhang.00296@gmail.com,"Số 297 Bạch Đằng, Bắc Ninh",14000000,0,ZALO
Đoàn Tuấn Huy,0910000297,,khachhang.00297@gmail.com,"Số 298 Hai Bà Trưng, Quảng Ninh",15500000,0,QR
Trần Bảo Linh,0910000298,,khachhang.00298@gmail.com,"Số 299 Nguyễn Huệ, Nghệ An",17000000,0,EMAIL
Hoàng Thị Nhung,0910000299,,khachhang.00299@gmail.com,"Số 300 Cách Mạng Tháng 8, Khánh Hòa",18500000,0,ZALO
Vũ Minh Thắng,0910000300,0300000300,khachhang.00300@gmail.com,"Số 301 Nguyễn Trãi, Hà Nội",5000000,2000000,QR
Bùi Xuân Vân,0910000301,,khachhang.00301@gmail.com,"Số 302 Hoàng Diệu, Đà Nẵng",6500000,0,EMAIL
Ngô Trọng Cường,0910000302,,khachhang.00302@gmail.com,"Số 303 Điện Biên Phủ, Cần Thơ",8000000,0,ZALO
Đinh Ngọc Hoài,0910000303,,khachhang.00303@gmail.com,"Số 304 Võ Văn Kiệt, Đồng Nai",9500000,0,QR
Nguyễn Hữu Kiên,0910000304,,khachhang.00304@gmail.com,"Số 305 Lê Lợi, Thái Nguyên",11000000,0,EMAIL
Phạm Kim Nga,0910000305,0300000305,khachhang.00305@gmail.com,"Số 306 Giải Phóng, Nam Định",12500000,0,ZALO
Phan Văn Tâm,0910000306,,khachhang.00306@gmail.com,"Số 307 Lý Thường Kiệt, Thanh Hóa",14000000,0,QR
Đặng Quang Tuấn,0910000307,,khachhang.00307@gmail.com,"Số 308 Quang Trung, Lâm Đồng",15500000,0,EMAIL
Hồ Anh An,0910000308,,khachhang.00308@gmail.com,"Số 309 Trần Hưng Đạo, TP. Hồ Chí Minh",17000000,2000000,ZALO
Lý Gia Hạnh,0910000309,,khachhang.00309@gmail.com,"Số 310 Cầu Giấy, Hải Phòng",18500000,0,QR
Lâm Đình Khánh,0910000310,0300000310,khachhang.00310@gmail.com,"Số 311 Pasteur, Bình Dương",5000000,0,EMAIL
Lê Thanh Minh,0910000311,,khachhang.00311@gmail.com,"Số 312 Bạch Đằng, Bắc Ninh",6500000,0,ZALO
Huỳnh Hồng Quân,0910000312,,khachhang.00312@gmail.com,"Số 313 Hai Bà Trưng, Quảng Ninh",8000000,0,QR
Võ Mạnh Trang,0910000313,,khachhang.00313@gmail.com,"Số 314 Nguyễn Huệ, Nghệ An",9500000,0,EMAIL
Đỗ Đức Vy,0910000314,,khachhang.00314@gmail.com,"Số 315 Cách Mạng Tháng 8, Khánh Hòa",11000000,0,ZALO
Dương Tuấn Hà,0910000315,0300000315,khachhang.00315@gmail.com,"Số 316 Nguyễn Trãi, Hà Nội",12500000,0,QR
Đoàn Bảo Hùng,0910000316,,khachhang.00316@gmail.com,"Số 317 Hoàng Diệu, Đà Nẵng",14000000,2000000,EMAIL
Trần Thị Long,0910000317,,khachhang.00317@gmail.com,"Số 318 Điện Biên Phủ, Cần Thơ",15500000,0,ZALO
Hoàng Minh Phong,0910000318,,khachhang.00318@gmail.com,"Số 319 Võ Văn Kiệt, Đồng Nai",17000000,0,QR
Vũ Xuân Thịnh,0910000319,,khachhang.00319@gmail.com,"Số 320 Lê Lợi, Thái Nguyên",18500000,0,EMAIL
Bùi Trọng Vinh,0910000320,0300000320,khachhang.00320@gmail.com,"Số 321 Giải Phóng, Nam Định",5000000,0,ZALO
Ngô Ngọc Dũng,0910000321,,khachhang.00321@gmail.com,"Số 322 Lý Thường Kiệt, Thanh Hóa",6500000,0,QR
Đinh Hữu Hoàng,0910000322,,khachhang.00322@gmail.com,"Số 323 Quang Trung, Lâm Đồng",8000000,0,EMAIL
Nguyễn Kim Lan,0910000323,,khachhang.00323@gmail.com,"Số 324 Trần Hưng Đạo, TP. Hồ Chí Minh",9500000,0,ZALO
Phạm Văn Nghĩa,0910000324,,khachhang.00324@gmail.com,"Số 325 Cầu Giấy, Hải Phòng",11000000,2000000,QR
Phan Quang Thảo,0910000325,0300000325,khachhang.00325@gmail.com,"Số 326 Pasteur, Bình Dương",12500000,0,EMAIL
Đặng Anh Tùng,0910000326,,khachhang.00326@gmail.com,"Số 327 Bạch Đằng, Bắc Ninh",14000000,0,ZALO
Hồ Gia Bình,0910000327,,khachhang.00327@gmail.com,"Số 328 Hai Bà Trưng, Quảng Ninh",15500000,0,QR
Lý Đình Hiếu,0910000328,,khachhang.00328@gmail.com,"Số 329 Nguyễn Huệ, Nghệ An",17000000,0,EMAIL
Lâm Thanh Khoa,0910000329,,khachhang.00329@gmail.com,"Số 330 Cách Mạng Tháng 8, Khánh Hòa",18500000,0,ZALO
Lê Hồng Nam,0910000330,0300000330,khachhang.00330@gmail.com,"Số 331 Nguyễn Trãi, Hà Nội",5000000,0,QR
Huỳnh Mạnh Sơn,0910000331,,khachhang.00331@gmail.com,"Số 332 Hoàng Diệu, Đà Nẵng",6500000,0,EMAIL
Võ Đức Trung,0910000332,,khachhang.00332@gmail.com,"Số 333 Điện Biên Phủ, Cần Thơ",8000000,2000000,ZALO
Đỗ Tuấn Yến,0910000333,,khachhang.00333@gmail.com,"Số 334 Võ Văn Kiệt, Đồng Nai",9500000,0,QR
Dương Bảo Hải,0910000334,,khachhang.00334@gmail.com,"Số 335 Lê Lợi, Thái Nguyên",11000000,0,EMAIL
Đoàn Thị Hương,0910000335,0300000335,khachhang.00335@gmail.com,"Số 336 Giải Phóng, Nam Định",12500000,0,ZALO
Trần Minh Mai,0910000336,,khachhang.00336@gmail.com,"Số 337 Lý Thường Kiệt, Thanh Hóa",14000000,0,QR
Hoàng Xuân Phúc,0910000337,,khachhang.00337@gmail.com,"Số 338 Quang Trung, Lâm Đồng",15500000,0,EMAIL
Vũ Trọng Thu,0910000338,,khachhang.00338@gmail.com,"Số 339 Trần Hưng Đạo, TP. Hồ Chí Minh",17000000,0,ZALO
Bùi Ngọc Vũ,0910000339,,khachhang.00339@gmail.com,"Số 340 Cầu Giấy, Hải Phòng",18500000,0,QR
Ngô Hữu Giang,0910000340,0300000340,khachhang.00340@gmail.com,"Số 341 Pasteur, Bình Dương",5000000,2000000,EMAIL
Đinh Kim Huy,0910000341,,khachhang.00341@gmail.com,"Số 342 Bạch Đằng, Bắc Ninh",6500000,0,ZALO
Nguyễn Văn Linh,0910000342,,khachhang.00342@gmail.com,"Số 343 Hai Bà Trưng, Quảng Ninh",8000000,0,QR
Phạm Quang Nhung,0910000343,,khachhang.00343@gmail.com,"Số 344 Nguyễn Huệ, Nghệ An",9500000,0,EMAIL
Phan Anh Thắng,0910000344,,khachhang.00344@gmail.com,"Số 345 Cách Mạng Tháng 8, Khánh Hòa",11000000,0,ZALO
Đặng Gia Vân,0910000345,0300000345,khachhang.00345@gmail.com,"Số 346 Nguyễn Trãi, Hà Nội",12500000,0,QR
Hồ Đình Cường,0910000346,,khachhang.00346@gmail.com,"Số 347 Hoàng Diệu, Đà Nẵng",14000000,0,EMAIL
Lý Thanh Hoài,0910000347,,khachhang.00347@gmail.com,"Số 348 Điện Biên Phủ, Cần Thơ",15500000,0,ZALO
Lâm Hồng Kiên,0910000348,,khachhang.00348@gmail.com,"Số 349 Võ Văn Kiệt, Đồng Nai",17000000,2000000,QR
Lê Mạnh Nga,0910000349,,khachhang.00349@gmail.com,"Số 350 Lê Lợi, Thái Nguyên",18500000,0,EMAIL
Huỳnh Đức Tâm,0910000350,0300000350,khachhang.00350@gmail.com,"Số 351 Giải Phóng, Nam Định",5000000,0,ZALO
Võ Tuấn Tuấn,0910000351,,khachhang.00351@gmail.com,"Số 352 Lý Thường Kiệt, Thanh Hóa",6500000,0,QR
Đỗ Bảo An,0910000352,,khachhang.00352@gmail.com,"Số 353 Quang Trung, Lâm Đồng",8000000,0,EMAIL
Dương Thị Hạnh,0910000353,,khachhang.00353@gmail.com,"Số 354 Trần Hưng Đạo, TP. Hồ Chí Minh",9500000,0,ZALO
Đoàn Minh Khánh,0910000354,,khachhang.00354@gmail.com,"Số 355 Cầu Giấy, Hải Phòng",11000000,0,QR
Trần Xuân Minh,0910000355,0300000355,khachhang.00355@gmail.com,"Số 356 Pasteur, Bình Dương",12500000,0,EMAIL
Hoàng Trọng Quân,0910000356,,khachhang.00356@gmail.com,"Số 357 Bạch Đằng, Bắc Ninh",14000000,2000000,ZALO
Vũ Ngọc Trang,0910000357,,khachhang.00357@gmail.com,"Số 358 Hai Bà Trưng, Quảng Ninh",15500000,0,QR
Bùi Hữu Vy,0910000358,,khachhang.00358@gmail.com,"Số 359 Nguyễn Huệ, Nghệ An",17000000,0,EMAIL
Ngô Kim Hà,0910000359,,khachhang.00359@gmail.com,"Số 360 Cách Mạng Tháng 8, Khánh Hòa",18500000,0,ZALO
Đinh Văn Hùng,0910000360,0300000360,khachhang.00360@gmail.com,"Số 361 Nguyễn Trãi, Hà Nội",5000000,0,QR
Nguyễn Quang Long,0910000361,,khachhang.00361@gmail.com,"Số 362 Hoàng Diệu, Đà Nẵng",6500000,0,EMAIL
Phạm Anh Phong,0910000362,,khachhang.00362@gmail.com,"Số 363 Điện Biên Phủ, Cần Thơ",8000000,0,ZALO
Phan Gia Thịnh,0910000363,,khachhang.00363@gmail.com,"Số 364 Võ Văn Kiệt, Đồng Nai",9500000,0,QR
Đặng Đình Vinh,0910000364,,khachhang.00364@gmail.com,"Số 365 Lê Lợi, Thái Nguyên",11000000,2000000,EMAIL
Hồ Thanh Dũng,0910000365,0300000365,khachhang.00365@gmail.com,"Số 366 Giải Phóng, Nam Định",12500000,0,ZALO
Lý Hồng Hoàng,0910000366,,khachhang.00366@gmail.com,"Số 367 Lý Thường Kiệt, Thanh Hóa",14000000,0,QR
Lâm Mạnh Lan,0910000367,,khachhang.00367@gmail.com,"Số 368 Quang Trung, Lâm Đồng",15500000,0,EMAIL
Lê Đức Nghĩa,0910000368,,khachhang.00368@gmail.com,"Số 369 Trần Hưng Đạo, TP. Hồ Chí Minh",17000000,0,ZALO
Huỳnh Tuấn Thảo,0910000369,,khachhang.00369@gmail.com,"Số 370 Cầu Giấy, Hải Phòng",18500000,0,QR
Võ Bảo Tùng,0910000370,0300000370,khachhang.00370@gmail.com,"Số 371 Pasteur, Bình Dương",5000000,0,EMAIL
Đỗ Thị Bình,0910000371,,khachhang.00371@gmail.com,"Số 372 Bạch Đằng, Bắc Ninh",6500000,0,ZALO
Dương Minh Hiếu,0910000372,,khachhang.00372@gmail.com,"Số 373 Hai Bà Trưng, Quảng Ninh",8000000,2000000,QR
Đoàn Xuân Khoa,0910000373,,khachhang.00373@gmail.com,"Số 374 Nguyễn Huệ, Nghệ An",9500000,0,EMAIL
Trần Trọng Nam,0910000374,,khachhang.00374@gmail.com,"Số 375 Cách Mạng Tháng 8, Khánh Hòa",11000000,0,ZALO
Hoàng Ngọc Sơn,0910000375,0300000375,khachhang.00375@gmail.com,"Số 376 Nguyễn Trãi, Hà Nội",12500000,0,QR
Vũ Hữu Trung,0910000376,,khachhang.00376@gmail.com,"Số 377 Hoàng Diệu, Đà Nẵng",14000000,0,EMAIL
Bùi Kim Yến,0910000377,,khachhang.00377@gmail.com,"Số 378 Điện Biên Phủ, Cần Thơ",15500000,0,ZALO
Ngô Văn Hải,0910000378,,khachhang.00378@gmail.com,"Số 379 Võ Văn Kiệt, Đồng Nai",17000000,0,QR
Đinh Quang Hương,0910000379,,khachhang.00379@gmail.com,"Số 380 Lê Lợi, Thái Nguyên",18500000,0,EMAIL
Nguyễn Anh Mai,0910000380,0300000380,khachhang.00380@gmail.com,"Số 381 Giải Phóng, Nam Định",5000000,2000000,ZALO
Phạm Gia Phúc,0910000381,,khachhang.00381@gmail.com,"Số 382 Lý Thường Kiệt, Thanh Hóa",6500000,0,QR
Phan Đình Thu,0910000382,,khachhang.00382@gmail.com,"Số 383 Quang Trung, Lâm Đồng",8000000,0,EMAIL
Đặng Thanh Vũ,0910000383,,khachhang.00383@gmail.com,"Số 384 Trần Hưng Đạo, TP. Hồ Chí Minh",9500000,0,ZALO
Hồ Hồng Giang,0910000384,,khachhang.00384@gmail.com,"Số 385 Cầu Giấy, Hải Phòng",11000000,0,QR
Lý Mạnh Huy,0910000385,0300000385,khachhang.00385@gmail.com,"Số 386 Pasteur, Bình Dương",12500000,0,EMAIL
Lâm Đức Linh,0910000386,,khachhang.00386@gmail.com,"Số 387 Bạch Đằng, Bắc Ninh",14000000,0,ZALO
Lê Tuấn Nhung,0910000387,,khachhang.00387@gmail.com,"Số 388 Hai Bà Trưng, Quảng Ninh",15500000,0,QR
Huỳnh Bảo Thắng,0910000388,,khachhang.00388@gmail.com,"Số 389 Nguyễn Huệ, Nghệ An",17000000,2000000,EMAIL
Võ Thị Vân,0910000389,,khachhang.00389@gmail.com,"Số 390 Cách Mạng Tháng 8, Khánh Hòa",18500000,0,ZALO
Đỗ Minh Cường,0910000390,0300000390,khachhang.00390@gmail.com,"Số 391 Nguyễn Trãi, Hà Nội",5000000,0,QR
Dương Xuân Hoài,0910000391,,khachhang.00391@gmail.com,"Số 392 Hoàng Diệu, Đà Nẵng",6500000,0,EMAIL
Đoàn Trọng Kiên,0910000392,,khachhang.00392@gmail.com,"Số 393 Điện Biên Phủ, Cần Thơ",8000000,0,ZALO
Trần Ngọc Nga,0910000393,,khachhang.00393@gmail.com,"Số 394 Võ Văn Kiệt, Đồng Nai",9500000,0,QR
Hoàng Hữu Tâm,0910000394,,khachhang.00394@gmail.com,"Số 395 Lê Lợi, Thái Nguyên",11000000,0,EMAIL
Vũ Kim Tuấn,0910000395,0300000395,khachhang.00395@gmail.com,"Số 396 Giải Phóng, Nam Định",12500000,0,ZALO
Bùi Văn An,0910000396,,khachhang.00396@gmail.com,"Số 397 Lý Thường Kiệt, Thanh Hóa",14000000,2000000,QR
